,Unnamed: 0,review_id,rating,title,review_date,user_name,review,response_id,dev_response,response_date,lang,title_expanded,review_expanded
118,2515,5576299673,5,very useful,2020-02-25T01:27:18Z,momBKK,great app,,,,en,very useful,great app
119,1208,5573907808,5,Bua,2020-02-24T11:22:06Z,BurimBua,"By far the best app i have ever used, easy to use, it shows weather too",,,,en,Bua,"By far the best app i have ever used , easy to use , it shows weather too"
120,1626,5571711474,5,Great app,2020-02-23T23:20:40Z,TsBenny,Accurate and helpful in planning my day. Thanks,,,,en,Great app,Accurate and helpful in planning my day . Thanks
121,1405,5570665311,5,"Great app, simple and accurate!",2020-02-23T16:36:13Z,AndyMeads,Very helpful in planning the day and what activities to engage in. Excellent!,,,,en,"Great app , simple and accurate !",Very helpful in planning the day and what activities to engage in . Excellent !
122,593,5567446934,5,Crucial as an asthmatic,2020-02-22T23:43:37Z,LaJefaSalvaje,Having just moved to a new city (Pittsburgh) this app helps me know when it’s safe to be outside for long periods and when it isn’t. Very useful,,,,en,Crucial as an asthmatic,Having just moved to a new city ( Pittsburgh ) this app helps me know when it ’s safe to be outside for long periods and when it is n’t . Very useful
123,356,5562544058,5,Helpful App,2020-02-21T22:08:01Z,ArdleyA,Lots of places where one can see the current air quality. You may have to know the province or state if wanting to find data on a particular city.,,,,en,Helpful App,Lots of places where one can see the current air quality . You may have to know the province or state if wanting to find data on a particular city .
124,2279,5556138998,5,Weather Health measurement,2020-02-20T11:16:35Z,arashmob,It is amazing app,,,,en,Weather Health measurement,It is amazing app
125,1087,5553608630,5,Good app,2020-02-19T20:49:10Z,Random app search,This app is good at telling specific information about the outdoor air as well as weather.,,,,en,Good app,This app is good at telling specific information about the outdoor air as well as weather .
126,1245,5550394513,5,Awesome information!,2020-02-19T03:31:50Z,ANDYKIMXP,I Would give it 10 stars!,,,,en,Awesome information !,I Would give it 10 stars !
127,1407,5545073551,5,Very Helpful,2020-02-17T21:06:00Z,KyanNguyen,Keeps up the good works to the team,,,,en,Very Helpful,Keeps up the good works to the team
128,2262,5544232234,5,so helpful!!,2020-02-17T16:05:49Z,outofambit,"easy to use, no ads! super informative!",,,,en,so helpful ! !,"easy to use , no ads ! super informative !"
129,2272,5540628738,5,Super cool info!,2020-02-16T21:18:15Z,wbquinlan,helpful and neat info,,,,en,Super cool info !,helpful and neat info
130,2527,5538605794,5,Awesome,2020-02-16T11:14:35Z,vinh phuong,Good one,,,,en,Awesome,Good one
131,1062,5536741482,5,Great app,2020-02-16T01:22:48Z,games122,"Great app, usually quite accurate. Use it to check my location’s aqi all the time",,,,en,Great app,"Great app , usually quite accurate . Use it to check my location ’s aqi all the time"
132,1030,5534896551,5,Air Purity Advisory,2020-02-15T14:47:11Z,Got LinkedIn?,I use this apply on daily with my weather app to check air quality.,,,,en,Air Purity Advisory,I use this apply on daily with my weather app to check air quality .
133,2550,5531759520,5,It’s great!,2020-02-14T22:11:22Z,麦麦0320,A great app!,,,,en,It ’s great !,A great app !
134,2452,5524038314,5,Rate of app,2020-02-13T04:35:26Z,moj sed @,It’s good app,,,,en,Rate of app,It ’s good app
135,1506,5517023096,5,Its function well deserves its name,2020-02-11T13:22:57Z,leothegenius,AirVisual does a great job visualize the air quality.,,,,en,Its function well deserves its name,AirVisual does a great job visualize the air quality .
136,1031,5516369424,5,Quite accurate,2020-02-11T10:14:07Z,CJ Weathernut,I like using this App. It’s accurate where we are.,,,,en,Quite accurate,I like using this App . It ’s accurate where we are .
137,1998,5504405810,5,I use it everyday,2020-02-08T16:04:10Z,mayaonplaya,Great app,,,,en,I use it everyday,Great app
138,571,5498774886,5,Local Air quality,2020-02-07T10:19:53Z,cind'rella,"Updated official
air quality scores
Unfortunately does not show pm 2.5 particles bur that is ‘cause our officials don’t report it....
The app works smoothly",,,,en,Local Air quality,"Updated official 
 air quality scores 
 Unfortunately does not show pm 2.5 particles bur that is ‘ cause our officials do n’t report it .... 
 The app works smoothly"
139,1248,5497047568,5,Nice app,2020-02-07T00:02:02Z,One who walls,So far I love this app. Different functionality’s allow me to get the info I need to breathe safely.,,,,en,Nice app,So far I love this app . Different functionality ’s allow me to get the info I need to breathe safely .
140,1005,5496206989,5,Just needed for some of us,2020-02-06T18:27:07Z,guitarstjohn,"This is one of the many indicators that I place some confidence in, and am grateful for.",,,,en,Just needed for some of us,"This is one of the many indicators that I place some confidence in , and am grateful for ."
141,851,5491373632,5,Great tool,2020-02-05T15:02:38Z,fcwnfcw,Great tool to get up-to-date information on air quality of the area of interest to you.,,,,en,Great tool,Great tool to get up - to - date information on air quality of the area of interest to you .
142,983,5489967472,5,Must have health app!,2020-02-05T07:42:02Z,EricDeVille,I am living in Belgrade. Recently we have had severe air pollution. App helped me go trough and stay informed all the time! Thanks!,,,,en,Must have health app !,I am living in Belgrade . Recently we have had severe air pollution . App helped me go trough and stay informed all the time ! Thanks !
143,534,5486439209,5,Air Visual is outstanding!,2020-02-04T10:56:24Z,Drcherie,It helps me know so many aspects about my health and well-being. I check it many times per day to ensure it is safe to breathe the air!,,,,en,Air Visual is outstanding !,It helps me know so many aspects about my health and well - being . I check it many times per day to ensure it is safe to breathe the air !
144,2171,5485761118,5,Great app,2020-02-04T06:45:39Z,TΩN,Good tool to help guide outdoor activity planning.,,,,en,Great app,Good tool to help guide outdoor activity planning .
145,1306,5479241472,5,Very good app,2020-02-02T15:26:53Z,djrunner2020,It helps to know the air quality in your town.,,,,en,Very good app,It helps to know the air quality in your town .
146,1781,5477630200,5,Very useful,2020-02-02T07:30:44Z,Iamagnome,Does what its supposed to do.,,,,en,Very useful,Does what its supposed to do .
147,1089,5473123757,5,Very helpful,2020-02-01T06:28:53Z,Hamb333,I check it every day during burning season!,,,,en,Very helpful,I check it every day during burning season !
148,875,5469788569,5,Awareness,2020-01-31T11:28:45Z,Olithereddog,Love to have something that guides my activity level for the day. Pollution is inevitable however knowing how much particulate is in the air is valuable.,,,,en,Awareness,Love to have something that guides my activity level for the day . Pollution is inevitable however knowing how much particulate is in the air is valuable .
149,1507,5467665966,5,The app is super accurate,2020-01-30T22:11:20Z,Aiwanho,It does reflect the real air pollution status,,,,en,The app is super accurate,It does reflect the real air pollution status
150,2492,5466228173,5,Hello from Zlatibor( Serbia),2020-01-30T13:39:25Z,Igor MATE,Great app . So helpful 👍🏻👍🏻🌲,,,,en,Hello from Zlatibor ( Serbia ),Great app . So helpful 👍 🏻 👍 🏻 🌲
151,2485,5463634382,5,great app,2020-01-29T21:42:02Z,anadimic,helps a lot,,,,en,great app,helps a lot
152,1429,5460840866,5,Eisa,2020-01-29T04:10:52Z,Eisaia,Very useful for me as frequent traveler. I can add multiple cities and I love the dashboard and the suggestion for protective measures.,,,,en,Eisa,Very useful for me as frequent traveler . I can add multiple cities and I love the dashboard and the suggestion for protective measures .
153,165,5460141121,5,Amazing app about pollution,2020-01-28T23:36:34Z,titaniummd,"I recently went to New Delhi, Punjab, Rajasthan and Haridwar in India.  My chest was burning so I wore my mask to filter out pollution.

I found this app, and it was very helpful to understand what was going on in real time.  This app and system is a Godsend.  I’m glad I live in the mountains of Virginia, where the air is clean most of the year.

Thanks for the great work the developers have made to keep us healthy.",,,,en,Amazing app about pollution,"I recently went to New Delhi , Punjab , Rajasthan and Haridwar in India .   My chest was burning so I wore my mask to filter out pollution . 

 I found this app , and it was very helpful to understand what was going on in real time .   This app and system is a Godsend .   I ’m glad I live in the mountains of Virginia , where the air is clean most of the year . 

 Thanks for the great work the developers have made to keep us healthy ."
154,637,5459477420,5,Love it!,2020-01-28T18:40:03Z,HelloToshiko,"Takes a bit to get used to the verbiage, but is very very useful. I like how you can set specific zip codes to get a true rating of your air.",,,,en,Love it !,"Takes a bit to get used to the verbiage , but is very very useful . I like how you can set specific zip codes to get a true rating of your air ."
155,2209,5458602145,5,Amazing app,2020-01-28T13:41:35Z,Orizzolo,Very useful,,,,en,Amazing app,Very useful
156,1533,5458201734,5,Fanatic!,2020-01-28T11:33:58Z,Cozyhucker,Love how thorough and that I can see locations all around the world.,,,,en,Fanatic !,Love how thorough and that I can see locations all around the world .
157,535,5456196634,5,Great breathing!,2020-01-27T21:36:37Z,dixhumm,We are very happy with the app.  It keeps us abreast of air quality everywhere we travel.  Good to know if the air already poses concerns.  So good to have it in the age of the coronavirus coming to our shores.,,,,en,Great breathing !,We are very happy with the app .   It keeps us abreast of air quality everywhere we travel .   Good to know if the air already poses concerns .   So good to have it in the age of the coronavirus coming to our shores .
